Site,Stage,Year,Column,Row,Genotype,yield,aphidcov,lcol,lrow,Block,Site.o,Environment
07S3MUR,07S3,2007,4,15,641,3.18,NA,-2.5,-8,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,16,640,3.97,NA,-2.5,-7,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,17,595,3.67,NA,-2.5,-6,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,18,473,4.14,NA,-2.5,-5,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,19,343,4.34,NA,-2.5,-4,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,20,422,3.5,NA,-2.5,-3,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,21,667,4.21,NA,-2.5,-2,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,22,517,3.25,NA,-2.5,-1,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,23,471,3.76,NA,-2.5,0,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,24,425,3.76,NA,-2.5,1,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,25,679,2.84,NA,-2.5,2,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,26,596,2.93,NA,-2.5,3,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,27,656,2.84,NA,-2.5,4,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,28,644,2.48,NA,-2.5,5,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,29,660,2.24,NA,-2.5,6,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,30,584,1.82,NA,-2.5,7,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,31,537,2.07,NA,-2.5,8,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,32,661,2.76,NA,-2.5,9,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,33,632,3.06,NA,-2.5,10,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,34,589,2.86,NA,-2.5,11,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,35,341,3.01,NA,-2.5,12,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,36,663,2.71,NA,-2.5,13,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,37,583,2.5,NA,-2.5,14,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,38,593,2.89,NA,-2.5,15,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,39,662,2.76,NA,-2.5,16,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,40,647,2.95,NA,-2.5,17,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,41,677,3.01,NA,-2.5,18,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,42,390,3.2,NA,-2.5,19,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,43,637,3.08,NA,-2.5,20,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,44,551,3.16,NA,-2.5,21,1,07MUR01,07MUR
07S3MUR,07S3,2007,4,45,470,3.5,NA,-2.5,22,1,07MUR01,07MUR
07S3MUR,07S3,2007,5,1,379,3.48,NA,-1.5,-22,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,2,424,3.08,NA,-1.5,-21,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,3,484,3.65,NA,-1.5,-20,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,4,673,3.55,NA,-1.5,-19,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,5,678,3.27,NA,-1.5,-18,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,6,670,4.53,NA,-1.5,-17,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,7,612,3.16,NA,-1.5,-16,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,8,517,3.57,NA,-1.5,-15,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,9,677,3.44,NA,-1.5,-14,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,10,456,4.36,NA,-1.5,-13,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,11,641,3.42,NA,-1.5,-12,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,12,470,3.74,NA,-1.5,-11,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,13,428,4.08,NA,-1.5,-10,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,14,444,3.33,NA,-1.5,-9,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,15,2,3.65,NA,-1.5,-8,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,16,430,3.61,NA,-1.5,-7,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,17,632,3.67,NA,-1.5,-6,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,18,396,3.68,NA,-1.5,-5,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,19,636,3.42,NA,-1.5,-4,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,20,421,3.78,NA,-1.5,-3,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,21,587,3.1,NA,-1.5,-2,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,22,625,3.38,NA,-1.5,-1,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,23,463,3.03,NA,-1.5,0,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,24,618,3.27,NA,-1.5,1,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,25,527,3.21,NA,-1.5,2,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,26,486,2.95,NA,-1.5,3,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,27,554,2.54,NA,-1.5,4,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,28,635,2.33,NA,-1.5,5,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,29,388,3.2,NA,-1.5,6,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,30,663,3.01,NA,-1.5,7,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,31,675,2.24,NA,-1.5,8,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,32,626,3.53,NA,-1.5,9,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,33,479,3.53,NA,-1.5,10,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,34,669,3.46,NA,-1.5,11,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,35,674,2.74,NA,-1.5,12,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,36,387,3.36,NA,-1.5,13,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,37,480,3.42,NA,-1.5,14,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,38,595,3.05,NA,-1.5,15,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,39,427,3.1,NA,-1.5,16,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,40,621,2.95,NA,-1.5,17,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,41,592,2.76,NA,-1.5,18,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,42,515,3.35,NA,-1.5,19,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,43,497,3.29,NA,-1.5,20,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,44,613,2.63,NA,-1.5,21,2,07MUR01,07MUR
07S3MUR,07S3,2007,5,45,431,3.57,NA,-1.5,22,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,1,658,2.95,NA,-0.5,-22,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,2,598,3.48,NA,-0.5,-21,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,3,441,3.59,NA,-0.5,-20,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,4,610,3.65,NA,-0.5,-19,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,5,608,3.48,NA,-0.5,-18,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,6,599,3.59,NA,-0.5,-17,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,7,468,3.55,NA,-0.5,-16,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,8,650,3.48,NA,-0.5,-15,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,9,422,3.35,NA,-0.5,-14,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,10,528,3.65,NA,-0.5,-13,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,11,605,2.67,NA,-0.5,-12,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,12,691,3.4,NA,-0.5,-11,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,13,537,3.65,NA,-0.5,-10,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,14,588,3.01,NA,-0.5,-9,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,15,664,3.35,NA,-0.5,-8,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,16,389,3.59,NA,-0.5,-7,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,17,659,3.29,NA,-0.5,-6,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,18,624,3.55,NA,-0.5,-5,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,19,452,3.42,NA,-0.5,-4,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,20,339,3.25,NA,-0.5,-3,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,21,611,3.31,NA,-0.5,-2,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,22,690,3.01,NA,-0.5,-1,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,23,597,2.46,NA,-0.5,0,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,24,565,2.48,NA,-0.5,1,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,25,637,2.05,NA,-0.5,2,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,26,651,2.31,NA,-0.5,3,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,27,591,1.86,NA,-0.5,4,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,28,495,2.56,NA,-0.5,5,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,29,501,3.55,NA,-0.5,6,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,30,662,2.89,NA,-0.5,7,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,31,378,2.95,NA,-0.5,8,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,32,4,3.05,NA,-0.5,9,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,33,645,2.88,NA,-0.5,10,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,34,660,3.27,NA,-0.5,11,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,35,449,3.33,NA,-0.5,12,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,36,665,3.23,NA,-0.5,13,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,37,386,3.29,NA,-0.5,14,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,38,661,2.91,NA,-0.5,15,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,39,668,3.31,NA,-0.5,16,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,40,380,3.01,NA,-0.5,17,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,41,478,3.25,NA,-0.5,18,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,42,385,2.8,NA,-0.5,19,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,43,590,2.8,NA,-0.5,20,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,44,667,3.74,NA,-0.5,21,2,07MUR01,07MUR
07S3MUR,07S3,2007,6,45,623,3.01,NA,-0.5,22,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,1,619,3.21,NA,0.5,-22,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,2,689,3.36,NA,0.5,-21,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,3,462,2.95,NA,0.5,-20,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,4,652,3.03,NA,0.5,-19,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,5,429,3.72,NA,0.5,-18,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,6,400,3.55,NA,0.5,-17,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,7,340,3.82,NA,0.5,-16,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,8,633,3.38,NA,0.5,-15,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,9,614,3.57,NA,0.5,-14,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,10,649,3.5,NA,0.5,-13,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,11,602,3.08,NA,0.5,-12,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,12,344,3.68,NA,0.5,-11,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,13,525,3.53,NA,0.5,-10,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,14,594,3.16,NA,0.5,-9,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,15,601,2.67,NA,0.5,-8,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,16,471,3.87,NA,0.5,-7,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,17,657,3.52,NA,0.5,-6,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,18,620,3.67,NA,0.5,-5,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,19,443,3.01,NA,0.5,-4,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,20,436,3.35,NA,0.5,-3,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,21,596,3.12,NA,0.5,-2,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,22,644,3.03,NA,0.5,-1,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,23,3,2.84,NA,0.5,0,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,24,399,3.1,NA,0.5,1,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,25,397,3.16,NA,0.5,2,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,26,646,2.52,NA,0.5,3,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,27,426,2.95,NA,0.5,4,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,28,627,2.8,NA,0.5,5,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,29,341,2.88,NA,0.5,6,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,30,609,2.48,NA,0.5,7,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,31,432,2.91,NA,0.5,8,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,32,643,3.23,NA,0.5,9,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,33,628,3.12,NA,0.5,10,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,34,631,2.88,NA,0.5,11,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,35,448,2.5,NA,0.5,12,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,36,679,2.71,NA,0.5,13,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,37,639,3.06,NA,0.5,14,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,38,680,2.56,NA,0.5,15,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,39,654,2.76,NA,0.5,16,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,40,589,2.82,NA,0.5,17,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,41,600,2.97,NA,0.5,18,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,42,629,3.1,NA,0.5,19,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,43,491,2.97,NA,0.5,20,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,44,583,2.56,NA,0.5,21,2,07MUR01,07MUR
07S3MUR,07S3,2007,7,45,510,2.89,NA,0.5,22,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,1,437,2.73,NA,1.5,-22,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,2,450,2.99,NA,1.5,-21,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,3,457,2.82,NA,1.5,-20,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,4,439,2.46,NA,1.5,-19,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,5,390,3.85,NA,1.5,-18,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,6,607,2.93,NA,1.5,-17,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,7,671,3.68,NA,1.5,-16,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,8,666,3.2,NA,1.5,-15,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,9,655,3.35,NA,1.5,-14,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,10,638,3.12,NA,1.5,-13,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,11,604,2.48,NA,1.5,-12,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,12,648,3.48,NA,1.5,-11,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,13,603,3.08,NA,1.5,-10,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,14,521,3.53,NA,1.5,-9,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,15,343,3.83,NA,1.5,-8,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,16,653,3.27,NA,1.5,-7,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,17,401,3.68,NA,1.5,-6,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,18,338,3.68,NA,1.5,-5,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,19,433,3.52,NA,1.5,-4,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,20,656,3.33,NA,1.5,-3,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,21,617,3.08,NA,1.5,-2,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,22,454,2.78,NA,1.5,-1,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,23,615,2.78,NA,1.5,0,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,24,473,3.57,NA,1.5,1,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,25,552,2.89,NA,1.5,2,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,26,549,2.93,NA,1.5,3,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,27,616,2.95,NA,1.5,4,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,28,558,3.16,NA,1.5,5,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,29,676,2.8,NA,1.5,6,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,30,630,3.06,NA,1.5,7,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,31,672,3.14,NA,1.5,8,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,32,593,3.14,NA,1.5,9,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,33,584,2.8,NA,1.5,10,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,34,420,2.86,NA,1.5,11,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,35,622,2.82,NA,1.5,12,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,36,606,3.2,NA,1.5,13,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,37,642,3.23,NA,1.5,14,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,38,634,3.23,NA,1.5,15,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,39,551,2.99,NA,1.5,16,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,40,640,3.01,NA,1.5,17,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,41,647,2.84,NA,1.5,18,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,42,498,3.23,NA,1.5,19,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,43,434,3.12,NA,1.5,20,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,44,423,3.03,NA,1.5,21,2,07MUR01,07MUR
07S3MUR,07S3,2007,8,45,425,3.33,NA,1.5,22,2,07MUR01,07MUR
07S3MUR,07S3,2007,9,1,606,2.88,NA,2.5,-22,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,2,397,3.48,NA,2.5,-21,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,3,625,3.33,NA,2.5,-20,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,4,641,3.18,NA,2.5,-19,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,5,388,3.21,NA,2.5,-18,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,6,590,2.88,NA,2.5,-17,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,7,527,3.14,NA,2.5,-16,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,8,619,3.21,NA,2.5,-15,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,9,378,3.36,NA,2.5,-14,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,10,644,3.33,NA,2.5,-13,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,11,647,2.91,NA,2.5,-12,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,12,604,3.08,NA,2.5,-11,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,13,565,3.68,NA,2.5,-10,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,14,624,3.59,NA,2.5,-9,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,15,429,3.48,NA,2.5,-8,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,16,614,3.53,NA,2.5,-7,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,17,344,3.98,NA,2.5,-6,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,18,636,3.52,NA,2.5,-5,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,19,498,3.91,NA,2.5,-4,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,20,603,2.89,NA,2.5,-3,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,21,691,3.46,NA,2.5,-2,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,22,396,3.23,NA,2.5,-1,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,23,613,2.46,NA,2.5,0,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,24,595,3.21,NA,2.5,1,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,25,379,2.82,NA,2.5,2,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,26,630,2.82,NA,2.5,3,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,27,615,2.58,NA,2.5,4,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,28,433,3.12,NA,2.5,5,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,29,607,3.01,NA,2.5,6,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,30,340,3.31,NA,2.5,7,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,31,448,2.82,NA,2.5,8,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,32,501,3.5,NA,2.5,9,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,33,673,3.06,NA,2.5,10,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,34,645,2.31,NA,2.5,11,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,35,600,3.01,NA,2.5,12,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,36,632,2.82,NA,2.5,13,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,37,443,2.93,NA,2.5,14,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,38,677,2.89,NA,2.5,15,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,39,597,2.95,NA,2.5,16,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,40,339,3.14,NA,2.5,17,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,41,626,3.31,NA,2.5,18,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,42,676,2.24,NA,2.5,19,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,43,616,2.73,NA,2.5,20,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,44,671,2.97,NA,2.5,21,3,07MUR01,07MUR
07S3MUR,07S3,2007,9,45,631,2.67,NA,2.5,22,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,1,521,3.23,NA,3.5,-22,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,2,608,2.91,NA,3.5,-21,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,3,473,3.44,NA,3.5,-20,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,4,663,3.31,NA,3.5,-19,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,5,449,3.2,NA,3.5,-18,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,6,452,3.91,NA,3.5,-17,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,7,617,3.63,NA,3.5,-16,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,8,558,3.65,NA,3.5,-15,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,9,462,3.7,NA,3.5,-14,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,10,456,4.08,NA,3.5,-13,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,11,525,3.61,NA,3.5,-12,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,12,386,3.23,NA,3.5,-11,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,13,428,3.5,NA,3.5,-10,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,14,598,3.46,NA,3.5,-9,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,15,549,3.33,NA,3.5,-8,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,16,665,3.5,NA,3.5,-7,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,17,420,3.38,NA,3.5,-6,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,18,629,3.7,NA,3.5,-5,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,19,612,3.05,NA,3.5,-4,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,20,537,3.35,NA,3.5,-3,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,21,680,2.82,NA,3.5,-2,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,22,609,2.95,NA,3.5,-1,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,23,651,3.25,NA,3.5,0,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,24,667,3.85,NA,3.5,1,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,25,510,3.01,NA,3.5,2,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,26,689,3.08,NA,3.5,3,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,27,670,3.46,NA,3.5,4,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,28,639,2.82,NA,3.5,5,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,29,669,3.44,NA,3.5,6,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,30,463,2.56,NA,3.5,7,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,31,484,2.71,NA,3.5,8,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,32,390,2.73,NA,3.5,9,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,33,401,2.76,NA,3.5,10,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,34,650,2.58,NA,3.5,11,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,35,594,2.41,NA,3.5,12,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,36,654,3.12,NA,3.5,13,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,37,589,2.95,NA,3.5,14,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,38,652,2.82,NA,3.5,15,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,39,515,3.27,NA,3.5,16,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,40,385,3.23,NA,3.5,17,3,07MUR01,07MUR
07S3MUR,07S3,2007,10,41,468,3.06,NA,3.5,18,3,07MUR01,07MUR
